iter	MAE
0	0.1003319804
1	0.09964171164
2	0.09890956283
3	0.09825149169
4	0.09728876081
5	0.09660725844
6	0.09573954834
7	0.09495993384
8	0.09429781218
9	0.09356314168
10	0.09306728226
11	0.09243664972
12	0.09182400104
13	0.09134084169
14	0.09071476037
15	0.08993015344
16	0.08923093986
17	0.08878946445
18	0.08797912435
19	0.08735391822
20	0.08664264886
21	0.08593862885
22	0.08541292175
23	0.08468114029
24	0.08385998228
25	0.0831428026
26	0.08244354779
27	0.08176138686
28	0.08137352262
29	0.08076572153
30	0.08009085593
31	0.07953394635
32	0.0788444424
33	0.07833470381
34	0.07772830954
35	0.07733852338
36	0.0768725474
37	0.07648842887
38	0.07592068208
39	0.07533944289
40	0.07478366927
41	0.0741896691
42	0.07362669899
43	0.07307470421
44	0.07261434871
45	0.07206067007
46	0.07149580468
47	0.07096742585
48	0.07050016446
49	0.07008496017
50	0.06961067409
51	0.06914112724
52	0.06856708155
53	0.06806825646
54	0.06762967757
55	0.06727358551
56	0.06683757195
57	0.06642603892
58	0.06601158283
59	0.06561549122
60	0.06541397443
61	0.06512081396
62	0.06467328628
63	0.06429514548
64	0.06385137108
65	0.06346058027
66	0.06320446795
67	0.06284274144
68	0.06248334671
69	0.06207980765
70	0.06169797794
71	0.06127939829
72	0.06114488684
73	0.0607917971
74	0.06042149422
75	0.06031113127
76	0.05990178646
77	0.05957374697
78	0.05925341394
79	0.05891647318
80	0.05867016972
81	0.05823964194
82	0.05793450264
83	0.05758654947
84	0.0573865639
85	0.05708016598
86	0.05675197119
87	0.05648675069
88	0.05627054885
89	0.05616344004
90	0.05581059323
91	0.05556513382
92	0.05533476919
93	0.05501596082
94	0.05485308063
95	0.05452552713
96	0.05428793953
97	0.05404044506
98	0.05372970719
99	0.05352686108
100	0.05326317369
101	0.05301996866
102	0.05293231173
103	0.05271572717
104	0.05263600922
105	0.05236296085
106	0.05216274827
107	0.05197594978
108	0.05183841929
109	0.05171683048
110	0.05153365269
111	0.05126399878
112	0.05116536313
113	0.05098455605
114	0.05069603059
115	0.05052972144
116	0.05037039649
117	0.0501625732
118	0.05005821562
119	0.04988500844
120	0.04978196355
121	0.04953350294
122	0.04939563403
123	0.0493495428
124	0.0490855265
125	0.04889848615
126	0.04881283105
127	0.04858913215
128	0.04836451423
129	0.04814373361
130	0.04808694159
131	0.04796647896
132	0.04780920525
133	0.04753482391
134	0.04732455557
135	0.04711312503
136	0.04691045066
137	0.04675551987
138	0.04667107871
139	0.04641793193
140	0.04622863003
141	0.04610464581
142	0.04585857291
143	0.04580527876
144	0.04566029177
145	0.04551254841
146	0.04531567481
147	0.04527852413
148	0.04523701185
149	0.04501482421
150	0.04497779555
151	0.04487458084
152	0.04464614981
153	0.04445239219
154	0.04428903464
155	0.0441425231
156	0.04408860754
157	0.04400319283
158	0.04378622767
159	0.04371051327
160	0.04363783293
161	0.04348764666
162	0.04346341684
163	0.04335499311
164	0.0432464001
165	0.04311531952
166	0.04291623865
167	0.04273837751
168	0.042552339
169	0.0424486318
170	0.04236697589
171	0.04221184344
172	0.04213675083
173	0.04204425175
174	0.04186447373
175	0.04182687347
176	0.0416378995
177	0.04154476751
178	0.04144569586
179	0.04125774887
180	0.04116609708
181	0.04106334692
182	0.04101950334
183	0.04086753412
184	0.04079426498
185	0.04078019904
186	0.04075116832
187	0.04070540436
188	0.0406018393
189	0.04051643931
190	0.04039690688
191	0.04033568738
192	0.04018940849
193	0.04006238336
194	0.04003678793
195	0.03987611498
196	0.03972493123
197	0.03967062292
198	0.03964391477
199	0.03950998701
200	0.03936238794
201	0.03924715378
202	0.03911693647
203	0.03901830713
204	0.03896915428
205	0.0389453571
206	0.03892493054
207	0.0388388643
208	0.03874669734
209	0.03869000089
210	0.03860969429
211	0.038517556
212	0.03840953707
213	0.03831586748
214	0.03826246517
215	0.0382168904
216	0.03813591789
217	0.03808533367
218	0.03802141395
219	0.03789841834
220	0.03788375092
221	0.03775403516
222	0.03764198608
223	0.03760854308
224	0.03751847092
225	0.03741109979
226	0.03730157879
227	0.03722977588
228	0.03715324944
229	0.03710574935
230	0.03705968469
231	0.03701521613
232	0.0369570569
233	0.03693839026
234	0.03688184396
235	0.0368460416
236	0.03680345331
237	0.03676645428
238	0.03672831237
239	0.0366230981
240	0.03652874092
241	0.03649065712
242	0.03647581661
243	0.0364361732
244	0.03639726173
245	0.03629320232
246	0.03625864216
247	0.03617007468
248	0.03613272956
249	0.03607421784
250	0.03603556778
251	0.03596898205
252	0.0359416759
253	0.03585473665
254	0.03582507681
255	0.03580840979
256	0.0357642031
257	0.03573109359
258	0.03569793059
259	0.03568280184
260	0.03561797308
261	0.03559090731
262	0.03554242751
263	0.03551225565
264	0.03548154725
265	0.0354569699
266	0.0354480201
267	0.0353719104
268	0.03534620673
269	0.03532304747
270	0.03525842318
271	0.03521556801
272	0.03513221202
273	0.03510528571
274	0.03508719066
275	0.03504392186
276	0.03501041335
277	0.03494253115
278	0.03491804331
279	0.03486054909
280	0.0348303419
281	0.03477831632
282	0.03473339839
283	0.034658296
284	0.03462510717
285	0.03455851567
286	0.03449783527
287	0.03448053799
288	0.0344499631
289	0.03442335326
290	0.0343799093
291	0.03437203551
292	0.03434654372
293	0.03431118431
294	0.03428528244
295	0.03425107415
296	0.03423185208
297	0.03418832326
298	0.03417035702
299	0.03409705815
300	0.03406133191
301	0.03401954504
302	0.03397981376
303	0.03396240362
304	0.03390844181
305	0.03384788672
306	0.03382558268
307	0.03380551848
308	0.03378687345
309	0.03373210616
310	0.03371324415
311	0.03364501932
312	0.03360844173
313	0.03359706662
314	0.03356928096
315	0.03355261487
316	0.0335078549
317	0.03349601241
318	0.03344452059
319	0.03340433608
320	0.03338969964
321	0.03335473503
322	0.03330491066
323	0.03328773983
324	0.03326461504
325	0.03325550776
326	0.03324544206
327	0.03321374045
328	0.03321257296
329	0.0332109716
330	0.03316080351
331	0.03311943425
332	0.03308736242
333	0.03308618438
334	0.0330409291
335	0.03300880989
336	0.03300347683
337	0.03297094782
338	0.0329287352
339	0.03292495512
340	0.03289528416
341	0.03289517892
342	0.03285015502
343	0.03283683211
344	0.03282883861
345	0.03282120536
346	0.03278818803
347	0.03277941746
348	0.03277938321
349	0.03277935484
350	0.03276867489
351	0.03273549287
352	0.0327173306
353	0.03269663832
354	0.0326717947
355	0.0326657677
356	0.03266558973
357	0.0326655584
358	0.03266520113
359	0.03265275354
360	0.03259974257
361	0.03259016726
362	0.03256931536
363	0.03253353087
364	0.03252578311
365	0.03252575748
366	0.0325243944
367	0.03249524546
368	0.03249460459
369	0.03249089707
370	0.03245083269
371	0.03242597425
372	0.03240449543
373	0.0324044782
374	0.03239386387
375	0.03238855661
376	0.03236966151
377	0.03236036469
378	0.03235981659
379	0.03233201301
380	0.03232485295
381	0.03232373207
382	0.03231747191
383	0.03231643102
384	0.0323157011
385	0.03230710866
386	0.03230544014
387	0.03229919261
388	0.0322989189
389	0.0322985322
390	0.03228172121
391	0.03227852703
392	0.0322679086
393	0.03226722986
394	0.03222875285
395	0.03222799159
396	0.03220228648
397	0.03218860278
398	0.03215295187
399	0.0321496546
400	0.03214153598
401	0.03214152598
402	0.03213791851
403	0.03211279208
404	0.03209592095
405	0.03209579129
406	0.03209047538
407	0.03208954245
408	0.03206710664
409	0.03206503232
410	0.0320650191
411	0.03206488647
412	0.03203006211
413	0.03202973363
414	0.0319964638
415	0.03198851206
416	0.03194493204
417	0.03192636042
418	0.03188253919
419	0.03185442802
420	0.03184885364
421	0.0318485874
422	0.03184718031
423	0.03183681864
424	0.03183245706
425	0.03180059929
426	0.0317843101
427	0.03177658308
428	0.03177645279
429	0.0317475485
430	0.03174595238
431	0.03173879022
432	0.03169622135
433	0.03169315927
434	0.0316678221
435	0.03165718082
436	0.03165662451
437	0.0316468775
438	0.03161762703
439	0.03160514521
440	0.03157949211
441	0.03156600403
442	0.03153886903
443	0.03153873789
444	0.03153801271
445	0.03153800382
446	0.03153797815
447	0.03151218825
448	0.03149207402
449	0.03146832077
450	0.03143934589
451	0.03141482231
452	0.03140437049
453	0.03138688505
454	0.03138632719
455	0.03138623693
456	0.03138511437
457	0.03138487413
458	0.03138388499
459	0.03138127796
460	0.03135972573
461	0.03135131425
462	0.03135130885
463	0.03135119422
464	0.03131865429
465	0.03131863894
466	0.03131712085
467	0.03129962949
468	0.03129122055
469	0.03127457547
470	0.03127228764
471	0.03124600508
472	0.0312267788
473	0.03122302401
474	0.03119684863
475	0.03119637332
476	0.03119255719
477	0.03117505299
478	0.03114337264
479	0.03114234595
480	0.03114222105
481	0.03112729182
482	0.03112479651
483	0.03112440104
484	0.0311189954
485	0.03111751907
486	0.0311112643
487	0.03108945253
488	0.03108828619
489	0.0310767639
490	0.03105335555
491	0.03102889758
492	0.03102724678
493	0.03102692651
494	0.03100506984
495	0.03099828957
496	0.03097393102
497	0.03097392044
498	0.03096424553
499	0.0309387232
500	0.03091332709
501	0.03089974616
502	0.03084403489
503	0.03081855618
504	0.03079750006
505	0.03075085877
506	0.03072029915
507	0.03068621188
508	0.03065056946
509	0.03062834873
510	0.03058169652
511	0.03055683392
512	0.03053260859
513	0.03049921066
514	0.03047960381
515	0.03043114654
516	0.03038200564
517	0.03035479631
518	0.03032791603
519	0.03031202906
520	0.03030468186
521	0.03027705124
522	0.03023753643
523	0.03021404143
524	0.03019529229
525	0.03017311452
526	0.03015257894
527	0.03012752146
528	0.0301000039
529	0.03006641724
530	0.03005701995
531	0.03003032715
532	0.02999814921
533	0.02997452672
534	0.02993894421
535	0.02993174547
536	0.02991443312
537	0.02989507048
538	0.02988328746
539	0.02987017499
540	0.02985074064
541	0.02982372068
542	0.02980074936
543	0.02978693642
544	0.02976017662
545	0.02974592882
546	0.02971054875
547	0.02969302651
548	0.02966775852
549	0.02966267999
550	0.02964315131
551	0.02962597361
552	0.02962491064
553	0.02960807795
554	0.02959686801
555	0.02959582263
556	0.02959268876
557	0.02958574332
558	0.02957441615
559	0.02956630591
560	0.02954959638
561	0.0295489006
562	0.02954349091
563	0.02954056392
564	0.0295325413
565	0.02950819212
566	0.02950350746
567	0.02949824163
568	0.02948802325
569	0.0294840455
570	0.02945849299
571	0.02944760176
572	0.02943129518
573	0.0294241966
574	0.02940313175
575	0.0293797028
576	0.02935984491
577	0.02934632522
578	0.02932794726
579	0.02931049302
580	0.02930714297
581	0.02928889764
582	0.02927021533
583	0.0292466005
584	0.02923264282
585	0.02922985297
586	0.02920367926
587	0.02918599147
588	0.02916872193
589	0.02915164639
590	0.02914678977
591	0.02913417119
592	0.02912968359
593	0.02911364776
594	0.02909632585
595	0.02907640898
596	0.02905245527
597	0.0290417377
598	0.02903679269
599	0.02903326577
600	0.02902939524
601	0.02902640889
602	0.02900371351
603	0.02898918794
604	0.02897438276
605	0.02894552486
606	0.02893272841
